date_id,full_date,year,month,day,quarter,day_of_week,is_holiday,holiday_name
20210917,2021-09-17,2021,9,17,3,Friday,False,
20210918,2021-09-18,2021,9,18,3,Saturday,False,
20210919,2021-09-19,2021,9,19,3,Sunday,False,
20210920,2021-09-20,2021,9,20,3,Monday,False,
20210921,2021-09-21,2021,9,21,3,Tuesday,False,
20210922,2021-09-22,2021,9,22,3,Wednesday,False,
20210923,2021-09-23,2021,9,23,3,Thursday,False,
20210924,2021-09-24,2021,9,24,3,Friday,False,
20210925,2021-09-25,2021,9,25,3,Saturday,False,
20210926,2021-09-26,2021,9,26,3,Sunday,False,
20210927,2021-09-27,2021,9,27,3,Monday,False,
20210928,2021-09-28,2021,9,28,3,Tuesday,False,
20210929,2021-09-29,2021,9,29,3,Wednesday,False,
20210930,2021-09-30,2021,9,30,3,Thursday,False,
20211001,2021-10-01,2021,10,1,4,Friday,False,
20211002,2021-10-02,2021,10,2,4,Saturday,False,
20211003,2021-10-03,2021,10,3,4,Sunday,False,
20211004,2021-10-04,2021,10,4,4,Monday,False,
20211005,2021-10-05,2021,10,5,4,Tuesday,False,
20211006,2021-10-06,2021,10,6,4,Wednesday,False,
20211007,2021-10-07,2021,10,7,4,Thursday,False,
20211008,2021-10-08,2021,10,8,4,Friday,False,
20211009,2021-10-09,2021,10,9,4,Saturday,False,
20211010,2021-10-10,2021,10,10,4,Sunday,False,
20211011,2021-10-11,2021,10,11,4,Monday,True,Columbus Day
20211012,2021-10-12,2021,10,12,4,Tuesday,False,
20211013,2021-10-13,2021,10,13,4,Wednesday,False,
20211014,2021-10-14,2021,10,14,4,Thursday,False,
20211015,2021-10-15,2021,10,15,4,Friday,False,
20211016,2021-10-16,2021,10,16,4,Saturday,False,
20211017,2021-10-17,2021,10,17,4,Sunday,False,
20211018,2021-10-18,2021,10,18,4,Monday,False,
20211019,2021-10-19,2021,10,19,4,Tuesday,False,
20211020,2021-10-20,2021,10,20,4,Wednesday,False,
20211021,2021-10-21,2021,10,21,4,Thursday,False,
20211022,2021-10-22,2021,10,22,4,Friday,False,
20211023,2021-10-23,2021,10,23,4,Saturday,False,
20211024,2021-10-24,2021,10,24,4,Sunday,False,
20211025,2021-10-25,2021,10,25,4,Monday,False,
20211026,2021-10-26,2021,10,26,4,Tuesday,False,
20211027,2021-10-27,2021,10,27,4,Wednesday,False,
20211028,2021-10-28,2021,10,28,4,Thursday,False,
20211029,2021-10-29,2021,10,29,4,Friday,False,
20211030,2021-10-30,2021,10,30,4,Saturday,False,
20211031,2021-10-31,2021,10,31,4,Sunday,False,
20211101,2021-11-01,2021,11,1,4,Monday,False,
20211102,2021-11-02,2021,11,2,4,Tuesday,False,
20211103,2021-11-03,2021,11,3,4,Wednesday,False,
20211104,2021-11-04,2021,11,4,4,Thursday,False,
20211105,2021-11-05,2021,11,5,4,Friday,False,
20211106,2021-11-06,2021,11,6,4,Saturday,False,
20211107,2021-11-07,2021,11,7,4,Sunday,False,
20211108,2021-11-08,2021,11,8,4,Monday,False,
20211109,2021-11-09,2021,11,9,4,Tuesday,False,
20211110,2021-11-10,2021,11,10,4,Wednesday,False,
20211111,2021-11-11,2021,11,11,4,Thursday,True,Veterans Day
20211112,2021-11-12,2021,11,12,4,Friday,False,
20211113,2021-11-13,2021,11,13,4,Saturday,False,
20211114,2021-11-14,2021,11,14,4,Sunday,False,
20211115,2021-11-15,2021,11,15,4,Monday,False,
20211116,2021-11-16,2021,11,16,4,Tuesday,False,
20211117,2021-11-17,2021,11,17,4,Wednesday,False,
20211118,2021-11-18,2021,11,18,4,Thursday,False,
20211119,2021-11-19,2021,11,19,4,Friday,False,
20211120,2021-11-20,2021,11,20,4,Saturday,False,
20211121,2021-11-21,2021,11,21,4,Sunday,False,
20211122,2021-11-22,2021,11,22,4,Monday,False,
20211123,2021-11-23,2021,11,23,4,Tuesday,False,
20211124,2021-11-24,2021,11,24,4,Wednesday,False,
20211125,2021-11-25,2021,11,25,4,Thursday,True,Thanksgiving Day
20211126,2021-11-26,2021,11,26,4,Friday,False,
20211127,2021-11-27,2021,11,27,4,Saturday,False,
20211128,2021-11-28,2021,11,28,4,Sunday,False,
20211129,2021-11-29,2021,11,29,4,Monday,False,
20211130,2021-11-30,2021,11,30,4,Tuesday,False,
